#Position,fname,lname,Skin,Face,Photo,Photo Texture,Face Model Texture
,,,,,,,
Team = 49ers    Players:53,,,,,,,
WR,Laveranues,Coles,Skin2,Face1,2796,0x3B910AC4,0x83F91FC6
WR,James,Thrash,Skin2,Face7,1797,0xCB12AECB,0xAB63B37C
WR,Darnerien,McCants,Skin5,Face5,3143,0xD52631AD,0xCF53B2D9
WR,Taylor,Jacobs,Skin3,Face3,5128,0xFA16983D,0x4A95B38B
C,Cory,Raymer,Skin9,Face13,1732,0x7B0A9B60,0x159B72BA
C,Lennie,Friedman,Skin17,Face10,2011,0x8566CED3,0x7B6B6702
C,Ethan,Albright,Skin17,Face10,222,0x2EBBE291,0x7B6B6702
,,,,,,,
Team = Saints    Players:53,,,,,,,
CB,Ashley,Ambrose,Skin5,Face1,368,0x5C669F7D,0xAA9A1514
CB,Fred,Thomas,Skin6,Face2,1573,0x8DBF4F97,0xF61F6504
CB,Jason,Craft,Skin3,Face2,1891,0xA3712123,0x2C984FD7
CB,Fakhir,Brown,Skin5,Face2,2831,0x737E37C9,0x630E4046
CB,Keyuo,Craver,Skin6,Face4,3548,0x52857B51,0x50025FDA
DE,Charles,Grant,Skin22,Face15,3586,0x21BECFEF,0xE027D00A
DE,Darren,Howard,Skin22,Face14,2602,0x599EEDD,0xA5B30581
DE,Willie,Whitehead,Skin20,Face2,2914,0x9E28C76D,0x457B656D
DE,Will,Smith,Skin12,Face9,6595,(no photo),0xC59A2D0B
DE,Melvin,Williams,Skin11,Face14,5554,0xC93E9269,0xB219B0B3
DE,Tony,Bryant,Skin19,Face10,1979,0xC202495F,0x2C984FD7
DT,Johnathan,Sullivan,Skin22,Face12,5258,0xA0DC4326,0x50025FDA
DT,Brian,Young,Skin9,Face13,2607,0x45ACABC2,0x159B72BA
DT,Kenny,Smith,Skin13,Face15,3200,0x11796775,0x0FBA933D
DT,Rodney,Leisle,Skin17,Face11,6713,(no photo),0x83110820
FB,Sam,Gash,Skin4,Face1,216,0xD7A29753,0x5D14BD9C
FB,Kevin,Houser,Skin1,Face7,2782,0x7DDEC4B6,0x95302A80
FB,Mike,Karney,Skin1,Face4,6472,(no photo),0x682DBBE5
FS,Tebucky,Jones,Skin20,Face1,976,0xA5299AD,0x40EFE94B
G,Kendyl,Jacox,Skin21,16,1480,0x64971D2D,0x4E770BD4
G,Montrae,Holland,Skin21,22,5122,0x2339D69B,0x0FBA933D
G,Jamar,Nesbit,Skin22,17,2917,0x183619DB,0xF61F6504
RB,Deuce,McAllister,Skin11,Face2,3142,0x37E20F22,0x15592539
RB,Aaron,Stecker,Skin11,Face5,3292,0x54F88AB4,0xE3A1E743
RB,Lamar,Smith,Skin5,Face1,1072,0x57BEE798,0x4E770BD4
ILB,Orlando,Ruff,Skin4,Face1,2899,0xAEA18C9D,0x5D14BD9C
ILB,Darrin,Smith,Skin4,Face2,1590,0x6E06C8F9,0x457B656D
ILB,Cie,Grant,Skin5,Face1,5098,0x1AC75E96,0x4E770BD4
K,John,Carney,Skin17,Face2,1481,0x3ABBF4CF,0xF2E457C9
OLB,Sedrick,Hodge,Skin21,Face5,3100,0xCCCBA751,0xCF53B2D9
OLB,Derrick,Rodgers,Skin6,Face7,884,0xFB6751DA,0x371B2140
OLB,Courtney,Watson,Skin4,Face1,6648,(no photo),0x5D14BD9C
OLB,Roger,Knight,Skin13,Face7,3124,0x54494F46,0x0FBA933D
OLB,James,Allen,Skin13,Face2,3503,0xBEC73054,0x630E4046
P,Mitch,Berger,Skin17,Face5,948,0x3E23C212,0x159B72BA
QB,Aaron,Brooks,Skin5,Face4,2053,0xAC485D62,0x48E2D66B
QB,Todd,Bouman,Skin17,Face5,950,0xA792DF23,0x159B72BA
QB,J.T.,O'Sullivan,Skin17,Face7,3661,0xA72FCBAD,0x95302A80
SS,Jay,Bellamy,Skin4,Face3,1571,0x3CF93956,0x6612BED6
SS,Mel,Mitchell,Skin22,Face1,4336,0x94C9A903,0xFECF41DB
T,Wayne,Gandy,Skin22,Face11,1437,0x78FCED7,0x108E8FFF
T,Victor,Riley,Skin21,20,822,0x2687EB7B,0xCF53B2D9
T,Jon,Stinchcomb,Skin9,Face10,5252,0x8645D756,0x7B6B6702
T,Spencer,Folau,Skin17,21,167,0xAE8CEAA,0x39799B1C
TE,Boo,Williams,Skin5,Face10,3772,0x8DC5DF62,0xA2AB35DF
TE,Ernie,Conwell,Skin9,Face14,1441,0x33F0EDB,0xE939DB40
WR,Jerome,Pathon,Skin2,Face7,726,0x7908ACB2,0xDB9D03F1
WR,Joe,Horn,Skin4,Face1,855,0xEF84ACB9,0x267FBBEC
WR,Donte',Stallworth,Skin13,Face4,3715,0x1305CF2D,0x8F654286
WR,Devery,Henderson,Skin13,Face1,6437,(no photo),0x4E770BD4
WR,Michael,Lewis,Skin5,Face1,3436,0xD4B71A38,0x4E770BD4
C,LeCharles,Bentley,Skin14,Face14,3516,0x3ACA117F,0xA5B30581
C,Jerry,Fontenot,Skin17,Face11,1033,0x7A97029,0x83110820
,,,,,,,
Team = Seahawks    Players:53,,,,,,,
CB,Marcus,Trufant,Skin5,Face4,5267,0x70BC8B16,0xAF9C6661
CB,Bobby,Taylor,Skin2,Face7,1275,0xD3D56D01,0xFF126B75
CB,Ken,Lucas,Skin5,Face14,3136,0xFC6A5C79,0xCEBDD5A4
CB,Kris,Richard,Skin4,Face4,3686,0x1E661F69,0xAE4EE0EE
DE,Chike,Okeafor,Skin3,Face11,2085,0xA1CA7F4,0x5023E6FF
DE,Grant,Wistrom,Skin17,Face10,1401,0x5FE7D9E6,0x2C46D3B1
DE,Brandon,Mitchell,Skin22,Face10,989,0xA8A182D5,0xF61F6504
DE,Antonio,Cochran,Skin22,Face10,2073,0x956CF365,0xF61F6504
DE,Anton,Palepoi,Skin19,Face10,3664,0x7B3D03AF,0x2C984FD7
DT,Cedric,Woodard,Skin22,17,2634,0xD24E28F,0xF61F6504
DT,Marcus,Tubbs,Skin22,Face9,6632,(no photo),0xFECF41DB
DT,Rashad,Moore,Skin22,17,5184,0xDCCC438A,0xF61F6504
DT,Rocky,Bernard,Skin14,Face12,3517,0xF75AC1ED,0x50025FDA
DT,Craig,Terrill,Skin17,Face10,6733,(no photo),0x7B6B6702
FB,Mack,Strong,Skin6,Face1,1603,0x13F499CA,0xFECF41DB
FB,Heath,Evans,Skin9,Face5,3063,0x9BE9FBF7,0x159B72BA
FS,Ken,Hamlin,Skin5,Face6,5108,0x266BA701,0xCEBDD5A4
G,Steve,Hutchinson,Skin1,Face13,3108,0xD0E0C6E2,0x159B72BA
G,Chris,Gray,Skin17,Face12,1568,0xD9F36FB2,0x682DBBE5
G,Floyd,Womack,Skin22,18,3241,0x1D77E886,0x108E8FFF
G,Sean,Locklear,Skin17,Face15,6498,(no photo),0x95302A80
RB,Shaun,Alexander,Skin4,Face5,2722,0xDD2AE2CB,0xD24968A9
RB,Maurice,Morris,Skin14,Face3,3656,0x8DA7F103,0x108E8FFF
RB,Kerry,Carter,Skin3,Face6,5349,0x3C7254C8,0xB219B0B3
ILB,Orlando,Huff,Skin21,Face2,3107,0x94863DF0,0x630E4046
ILB,Solomon,Bates,Skin5,Face5,5030,0xE172CA30,0xCF53B2D9
ILB,Niko,Koutouvides,Skin1,Face4,6481,(no photo),0x682DBBE5
K,Josh,Brown,Skin17,Face3,5047,0x8D133968,0X83110820
OLB,Anthony,Simmons,Skin5,Face3,1591,0x918F4181,0XA04220D2
OLB,Chad,Brown,Skin10,Face3,1592,0xE6C8DD,0X6CED4DF5
OLB,D.D.,Lewis,Skin6,Face15,6224,0xD68B80CE,0XE027D00A
OLB,Isaiah,Kacyvenski,Skin1,Face2,2704,0xAE8FECFC,0X7B6B6702
P,Tom,Rouen,Skin17,Face5,516,0x96D1AFD4,0X159B72BA
QB,Matt,Hasselbeck,Skin17,Face2,2857,0x8DD9EAA1,0X86918C4C
QB,Trent,Dilfer,Skin17,Face5,1656,0xC0CCA046,0X77695449
QB,Brock,Huard,Skin17,Face2,1969,0x955F435B,0X7B6B6702
QB,Seneca,Wallace,Skin19,Face3,5277,0xC147FAB4,0x5023E6FF
SS,Michael,Boulware,Skin12,Face1,6328,(no photo),0x5D14BD9C
SS,Damien,Robinson,Skin22,Face2,1629,0xEC72954C,0xF61F6504
SS,Terreal,Bierria,Skin5,Face2,3520,0xB7C16B1E,0x630E4046
T,Walter,Jones,Skin11,Face9,1607,0x98534F21,0x0BB4D632
T,Chris,Terry,Skin22,Face10,2010,0x42A0CD56,0xF61F6504
T,Wayne,Hunter,Skin12,Face12,5408,0x3C3D3E5,0xAE4EE0EE
TE,Itula,Mili,Skin3,Face15,1614,0xEB4B525B,0xA2352E09
TE,Jerramy,Stevens,Skin20,Face12,3718,0xD9A27C06,0x454E2303
WR,Koren,Robinson,Skin4,Face7,3189,0x7387EF92,0x50B87135
WR,Darrell,Jackson,Skin4,Face7,2795,0xAFDD9D1E,0xE472C1B7
WR,Bobby,Engram,Skin5,Face7,359,0xB147F29A,0x8058456A
WR,Alex,Bannister,Skin18,Face5,3010,0x75949399,0xD3C84E69
WR,Taco,Wallace,Skin11,Face3,5542,0x3EADFDB2,0x5023E6FF
WR,D.J.,Hackett,Skin13,Face5,6423,(no photo),0xCF53B2D9
C,Robbie,Tobeck,Skin17,Face10,62,0x8C92A653,0x7B6B6702
C,J.P.,Darche,Skin17,Face10,3319,0x4663DB2,0x7B6B6702
,,,,,,,
Team = Steelers    Players:53,,,,,,,
CB,Chad,Scott,Skin4,Face7,1345,0x9FEDB661,0x0F148E76
CB,Deshea,Townsend,Skin6,Face1,1337,0x2417C776,0xFECF41DB
CB,Ricardo,Colclough,Skin13,Face1,6359,(no photo),0x4E770BD4
CB,Ike,Taylor,Skin4,Face7,5260,0x9DD0FEAB,0x76EFCE7B
CB,Chidi,Iwuoma,Skin6,Face2,3788,0xC8D87BCA,0xF61F6504
CB,Terry,Fair,Skin5,Face3,545,0x53669432,0x315951BF
DE,Aaron,Smith,Skin17,Face15,2066,0x40945CC,0x95302A80
DE,Kimo,von Oelhoffen,Skin9,Face14,382,0xF719E818,0x39799B1C
DE,Travis,Kirschke,Skin17,Face10,561,0x78085409,0x7B6B6702
DE,Chris,Hoke,Skin1,Face5,3339,0x7BE9FD53,0x159B72BA
DE,Drew,Caylor,Skin21,Face13,6697,(no photo),0xCF53B2D9
DE,Nathaniel,Adibi,Skin6,Face13,6302,(no photo),0x42A8D1EC
DT,Casey,Hampton,Skin21,22,3088,0xC376AB8A,0x0FBA933D
DT,Eric,Taylor,Skin21,Face13,6732,(no photo),0xCF53B2D9
FB,Dan,Kreider,Skin1,Face4,3354,0xF02CF2A,0x682DBBE5
FB,Verron,Haynes,Skin5,Face6,3597,0xA1053181,0xCEBDD5A4
FS,Mike,Logan,Skin20,Face1,741,0x366A43A5,0x5D14BD9C
FS,Chris,Hope,Skin13,Face2,3609,0x66ADB726,0x630E4046
G,Alan,Faneca,Skin17,Face10,1353,0xAFF8B09,0x7B6B6702
G,Kendall,Simmons,Skin21,Face10,3705,0xD141423E,0x1A2156AA
G,Keydrick,Vincent,Skin20,Face10,3944,0x8BF0B44B,0x457B656D
RB,Duce,Staley,Skin12,Face1,1310,0xE65AEECB,0x6F39E90B
RB,Jerome,Bettis,Skin3,Face11,1366,0xB11D6DB0,0x0DD96AD1
ILB,Kendrell,Bell,Skin4,Face6,3016,0xB0B3A6F8,0x5E61B6A1
ILB,James,Farrior,Skin2,Face7,1185,0xD2149944,0x53D706F1
ILB,Clint,Kriewaldt,Skin1,Face1,1913,0xEC4E7F00,0x77C7CCBD
K,Jeff,Reed,Skin17,Face2,4843,0xB5082D25,0x7B6B6702
OLB,Clark,Haggans,Skin19,Face10,2611,0x47AE2189,0x2C984FD7
OLB,Joey,Porter,Skin5,Face2,1859,0x30BEDE87,0x7D5DCBC1
OLB,Alonzo,Jackson,Skin6,Face15,5127,0xDE1195AC,0xE027D00A
P,Chris,Gardocki,Skin17,Face5,1836,0x485A0A66,0x159B72BA
QB,Tommy,Maddox,Skin17,Face5,3429,0x2148C26,0xE0DFFBB0
QB,Ben,Roethlisberger,Skin17,Face7,6568,0xE7040469,0x392FE844
QB,Charlie,Batch,Skin18,Face2,577,0x3A85539B,0xD31D8B97
QB,Brian,St. Pierre,Skin17,Face5,5249,0x6CC0740,0x159B72BA
SS,Troy,Polamalu,Skin2,Face2,5212,0x733D9439,0x24F53A85
T,Marvel,Smith,Skin12,Face12,2766,0xE4FBD7DB,0xAE4EE0EE
T,Oliver,Ross,Skin20,Face10,474,0xFE25AD2F,0x457B656D
T,Barrett,Brooks,Skin21,Face14,1320,0x684AE50B,0xCEBDD5A4
T,Todd,Fordham,Skin17,Face10,788,0xC7D2941F,0x7B6B6702
T,Max,Starks,Skin20,Face12,6607,(no photo),0xAE4EE0EE
T,Bo,Lacy,Skin22,Face13,6711,(no photo),0x42A8D1EC
TE,Jerame,Tuman,Skin1,Face11,2022,0xE949BB4F,0x83110820
TE,Jay,Riemersma,Skin1,Face13,226,0x550C1769,0xC9F57515
TE,Matt,Kranchick,Skin1,Face12,6709,(no photo),0x682DBBE5
WR,Plaxico,Burress,Skin5,Face3,2787,0xE8AE239E,0xBDC2D520
WR,Hines,Ward,Skin2,Face3,1382,0xBE216785,0x4E5E7B6B
WR,Antwaan,Randle El,Skin6,Face5,3681,0x421FCC4E,0x827E61E8
WR,Lee,Mays,Skin21,Face2,4332,0xD3CD416B,0x630E4046
WR,Chris,Doering,Skin1,Face2,2111,0x99F3B5AC,0x7B6B6702
C,Jeff,Hartings,Skin9,Face10,565,0x2B4AC0FB,0x7B6B6702
C,Chukky,Okobi,Skin22,Face11,3169,0x68B1AAA9,0x108E8FFF
C,Mike,Schneck,Skin17,Face6,2900,0x77FA13FE,0x39799B1C
,,,,,,,
Team = Texans    Players:53,,,,,,,
CB,Aaron,Glenn,Skin6,Face7,1153,0xF75CB269,0xAC79B765
CB,Dunta,Robinson,Skin13,Face1,6567,(no photo),0x5B510EE8
CB,Marcus,Coleman,Skin4,Face3,1161,0x76C4C2C8,0xF34455DC
CB,Kenny,Wright,Skin6,Face1,2027,0x7485DA96,0xFECF41DB
CB,Vontez,Duff,Skin12,Face7,6385,(no photo),0x76EFCE7B
DE,Gary,Walker,Skin21,Face14,754,0xC7FCE4A3,0xB3E2B87F
DE,Robaire,Smith,Skin22,Face10,2606,0xAD326226,0xF61F6504
DE,Corey,Sears,Skin22,Face14,1408,0xD85033EB,0xA5B30581
DE,Jerry,DeLoach,Skin21,Face10,3261,0x86586E85,0x630E4046
DE,Terrance,Martin,Skin14,Face14,5167,0xBB480ADC,0xA5B30581
DE,Raheem,Orr,Skin5,Face13,6722,(no photo),0xCF53B2D9
DT,Seth,Payne,Skin17,Face13,758,0x9EE57145,0x159B72BA
DT,Junior,Ioane,Skin18,Face13,2625,0x8F75E4AB,0xD3C84E69
FB,Jarrod,Baxter,Skin6,Face7,3513,0x90C1AC29,0xE027D00A
FB,Charles,Stackhouse,Skin21,Face2,3713,0x115CAFF4,0x630E4046
FS,Marlon,McCree,Skin21,Face14,3146,0xFD54F0AD,0xCEBDD5A4
FS,Glenn,Earl,Skin4,Face6,6389,(no photo),0x688EAF51
G,Milford,Brown,Skin20,22,4985,0x48B283CA,0x76EFCE7B
G,Zach,Wiegert,Skin17,Face10,1411,0xDEC369C3,0x7B6B6702
G,Fred,Weary,Skin14,Face14,3739,0x4CABCBC9,0xA5B30581
RB,Domanick,Davis,Skin13,Face6,5064,0x4678AF89,0x97C04439
RB,Tony,Hollings,Skin5,Face7,6219,(no photo),0x0FBA933D
RB,Jonathan,Wells,Skin5,Face6,3741,0xC70A9C6A,0x1436A9E6
RB,Jammal,Lord,Skin13,Face4,6499,(no photo),0xB96BFA36
ILB,Jamie,Sharper,Skin3,Face7,145,0x21614145,0x1389C2C6
ILB,Jay,Foreman,Skin3,Face6,1868,0xED723EC,0x360E5B87
ILB,DaShon,Polk,Skin19,Face6,2698,0xAB4CE9FB,0xB219B0B3
ILB,Troy,Evans,Skin17,Face7,4026,0x7311E041,0x95302A80
K,Kris,Brown,Skin17,Face5,1892,0x3DCE12DD,0x9E5ECF4F
OLB,Kailee,Wong,Skin2,Face5,944,0x908BC4E2,0x50FA7F16
OLB,Jason,Babin,Skin9,Face13,6315,(no photo),0x159B72BA
OLB,Charlie,Anderson,Skin4,Face2,6693,(no photo),0x457B656D
OLB,Antwan,Peek,Skin6,Face13,5203,0xDB847A,0x42A8D1EC
P,Chad,Stanley,Skin1,Face5,2905,0x3AA2B847,0x159B72BA
QB,David,Carr,Skin17,Face6,3535,0x6A7B13B8,0xE6791F66
QB,Tony,Banks,Skin19,Face3,1426,0x62EB3C36,0x5023E6FF
QB,Dave,Ragone,Skin17,Face7,5215,0x576DE9F,0x95302A80
QB,B.J.,Symons,Skin1,Face5,6613,(no photo),0x159B72BA
SS,Eric,Brown,Skin19,Face2,488,0x39886212,0x2C984FD7
T,Chester,Pitts,Skin21,Face11,3673,0x71C5F39B,0X315951BF
T,Todd,Wade,Skin9,Face13,2764,0x964B8C3D,0X159B72BA
T,Seth,Wand,Skin17,Face11,5544,0xFCC67D23,0X83110820
TE,Billy,Miller,Skin17,Face12,1895,0x3F2CFA53,0X682DBBE5
TE,Mark,Bruener,Skin1,Face13,1377,0x6622AE9B,0X159B72BA
TE,Bennie,Joppru,Skin1,Face10,5142,0x9E33235C,0X7B6B6702
TE,Bryan,Pittman,Skin1,Face15,6221,(no photo),0X95302A80
WR,Andre,Johnson,Skin5,Face1,5131,0x16147B4C,0X43489712
WR,Corey,Bradford,Skin5,Face2,663,0x1CB5C32D,0X146AC0BF
WR,Jabar,Gaffney,Skin4,Face7,3579,0x53496D74,0X5F4D4FA6
WR,J.J.,Moses,Skin14,Face2,4152,0xC679FC1F,0XF61F6504
WR,Sloan,Thomas,Skin12,Face1,6622,(no photo),0X5D14BD9C
WR,Ron,Dugans,Skin6,Face1,2797,0x46C7325C,0XFECF41DB
C,Steve,McKinney,Skin9,Face13,694,0x40276D25,0X159B72BA
,,,,,,,
Team = Titans    Players:53,,,,,,,
CB,Andre,Dyson,Skin3,Face10,3061,0xAFEB34B8,0x00DA4E6D
CB,Samari,Rolle,Skin5,Face4,1684,0x18F0B13B,0xC0636BDF
CB,Tony,Beckham,Skin4,Face3,4287,0xCE3773F3,0x7E5F3298
CB,Andre,Woolfolk,Skin4,Face6,5303,0x6572E8CE,0x688EAF51
CB,Michael,Waddell,Skin11,Face1,6641,(no photo),0x0BB4D632
CB,Rich,Gardner,Skin14,Face4,6412,(no photo),0x50025FDA
DE,Kevin,Carter,Skin22,Face10,1402,0x65DB8091,0xB82D82BC
DE,Carlos,Hall,Skin5,Face13,3591,0x3A071E61,0x7F043DDB
DE,Antwan,Odom,Skin13,Face9,6525,(no photo),0x4E770BD4
DE,Travis,LaBoy,Skin9,Face10,6484,(no photo),0x7B6B6702
DE,Bo,Schobel,Skin1,Face9,6582,(no photo),0x77C7CCBD
DT,Albert,Haynesworth,Skin20,Face13,3598,0x3B433CA4,0xD3121B15
DT,Rien,Long,Skin17,Face13,5159,0x6EDF406E,0x159B72BA
DT,Jared,Clauss,Skin21,Face13,6354,(no photo),0xCF53B2D9
DT,Randy,Starks,Skin4,Face9,6606,(no photo),0x5D14BD9C
FB,Robert,Holcombe,Skin6,Face3,1429,0x6FF0CF98,0x108E8FFF
FB,Sean,McHugh,Skin9,Face12,6509,(no photo),0x682DBBE5
FS,Lance,Schulters,Skin6,Face3,1521,0x7FBCD30,0xEE375317
FS,Lamont,Thompson,Skin20,Face4,3728,0xC38DADA9,0x2A0E85B4
G,Zach,Piller,Skin9,Face15,2019,0x2656DFE1,0x95302A80
G,Benji,Olson,Skin17,20,1703,0xD7B6FBD6,0x159B72BA
G,Todd,Williams,Skin6,Face14,5299,0xEFF05F94,0xA5B30581
G,Jacob,Bell,Skin1,Face15,6322,(no photo),0x95302A80
RB,Eddie,George,Skin11,Face3,1715,0x75B4D14C,0x12479D4E
RB,Chris,Brown,Skin4,Face1,5045,0x4D24AF3A,0x5D14BD9C
RB,Troy,Fleming,Skin11,Face7,6404,(no photo),0xA2352E09
ILB,Rocky,Calmus,Skin1,Face6,3533,0xD7632101,0x39799B1C
ILB,Brad,Kassell,Skin1,Face3,4680,0x7BC4054E,0x83110820
ILB,Ken,Amato,Skin9,Face10,6083,0xA0089699,0x7B6B6702
ILB,Robert,Reynolds,Skin1,Face2,6556,(no photo),0x7B6B6702
K,Joe,Nedney,Skin17,Face2,27,0xA6370684,0x7B6B6702
OLB,Peter,Sirmon,Skin1,Face2,2696,0x1B104F12,0x7B6B6702
OLB,Keith,Bulluck,Skin5,Face2,2678,0xF93E10F1,0x30353550
OLB,Rocky,Boiman,Skin1,Face3,3521,0x77537D45,0x83110820
P,Craig,Hentrich,Skin17,Face5,1711,0x12DAF461,0x159B72BA
QB,Steve,McNair,Skin4,Face3,1712,0xA136D4D1,0x5B113A99
QB,Billy,Volek,Skin17,Face5,3300,0x97D2BF1A,x159B72BA
QB,Jason,Gesser,Skin17,Face3,5094,0xBC71B4C9,0x83110820
SS,Tank,Williams,Skin6,Face6,3750,0xD2F8F4AA,0xA5B30581
SS,Thomas,Wright,Skin4,Face6,5306,0x29C62EB3,0x688EAF51
T,Brad,Hopkins,Skin20,21,1718,0xC97D9753,0x688EAF51
T,Fred,Miller,Skin21,16,1409,0x9F3BFF56,0x4E770BD4
T,Jason,Mathews,Skin17,Face10,1721,0x50DDEF87,0x7B6B6702
TE,Erron,Kinney,Skin3,Face10,2775,0x33487452,0x2C984FD7
TE,Ben,Troupe,Skin13,Face9,6631,(no photo),0xA5A2E6F7
TE,Shad,Meier,Skin1,Face5,3149,0x642D02CA,0x159B72BA
WR,Derrick,Mason,Skin5,Face5,1727,0x6C6E5F6C,0xDAFBBCD1
WR,Drew,Bennett,Skin1,Face5,3761,0x96C8CEE2,0x6326A207
WR,Tyrone,Calico,Skin3,Face4,5052,0x36A9377,0xE6B04F28
WR,Darrell,Hill,Skin3,Face3,4318,0xACAD7C70,0x5023E6FF
WR,Jake,Schifino,Skin2,Face4,4347,0xC95DEE69,0x9BFAE6F4
C,Justin,Hartwig,Skin17,Face9,4315,0x7D39F1DE,0x77C7CCBD
C,Eugene,Amano,Skin17,Face11,6307,(no photo),0x83110820
,,,,,,,
Team = Vikings    Players:53,,,,,,,
CB,Brian,Williams,Skin13,Face5,3744,0xC72DEBC4,0xCF53B2D9
CB,Antoine,Winfield,Skin4,Face4,2005,0x7775909C,0xA6594221
CB,Ken,Irvin,Skin6,Face1,181,0x3799C233,0xFECF41DB
CB,Eric,Kelly,Skin5,Face13,3122,0x46BDAA39,0xCF53B2D9
DE,Kenny,Mixon,Skin20,Face12,871,0xB2BF14C,0x220C6C23
DE,Kenechi,Udeze,Skin14,Face9,6635,(no photo),0x3FA56851
DE,Chuck,Wiley,Skin21,Face15,253,0xFD8D517,0x0FBA933D
DE,Nick,Rogers,Skin6,Face2,3688,0xC15C8AC7,0xF61F6504
DE,Lance,Johnstone,Skin4,Face9,1224,0xD3E258D1,0x45F83515
DE,Darrion,Scott,Skin13,Face15,6586,(no photo),0x0FBA933D
DT,Chris,Hovan,Skin9,Face10,2619,0xC04466E6,0xE9971557
DT,Kevin,Williams,Skin12,Face13,5297,0x4DF04D91,0x4BFED193
DT,Billy,Lyon,Skin17,17,621,0xE56242D8,0x7B6B6702
DT,Steve,Martin,Skin22,22,1288,0xC9E0E743,0xE027D00A
FB,Jim,Kleinsasser,Skin1,Face5,1987,0xB488816D,0x73CAA6AF
FB,Sean,Berton,Skin1,Face2,5325,0x7D8ECFAB,0x7B6B6702
FS,Brian,Russell,Skin1,Face4,4199,0xA2E938F8,0x682DBBE5
FS,Tyrone,Carter,Skin14,Face7,2744,0xADB50B26,0xE027D00A
FS,Deandre',Eiland,Skin12,Face4,6394,(no photo),0xAE4EE0EE
G,Chris,Liwienski,Skin17,Face10,961,0xC4564EAE,0x7B6B6702
G,David,Dixon,Skin18,19,936,0x32F9C81A,0X9BFAE6F4
G,Lewis,Kelly,Skin22,Face10,2706,0xC4B13399,0XF61F6504
RB,Michael,Bennett,Skin4,Face5,3018,0xD0BF147C,0XE62893F5
RB,Moe,Williams,Skin12,Face6,956,0x5F4092FD,0X915A37FE
RB,Onterrio,Smith,Skin13,Face1,5245,0x40E338CB,0X4E770BD4
RB,Mewelde,Moore,Skin13,Face7,6517,(no photo),0X0FBA933D
ILB,E.J.,Henderson,Skin20,Face4,5114,0xE9A9254E,0XAE4EE0EE
ILB,Rod,Davis,Skin4,Face4,6375,(no photo),0XAE4EE0EE
K,Aaron,Elling,Skin17,Face14,4544,0x4590ABC3,0X39799B1C
OLB,Chris,Claiborne,Skin21,Face2,1960,0x60DCBA40,0XA5720AB1
OLB,Dontarrious,Thomas,Skin13,Face1,6624,(no photo),0X4E770BD4
OLB,Mike,Nattiel,Skin6,Face7,5188,0xD741E00B,0XE027D00A
OLB,Raonall,Smith,Skin10,Face4,3712,0x45935421,0X9BFAE6F4
P,Darren,Bennett,Skin17,Face5,1488,0xED11B776,0X159B72BA
QB,Daunte,Culpepper,Skin20,Face3,1962,0x7D476E59,0X0F195589
QB,Gus,Frerotte,Skin17,Face2,1777,0xAC26A81F,0X7B6B6702
QB,Shaun,Hill,Skin17,Face5,4631,0xE51092A8,0X159B72BA
SS,Corey,Chavous,Skin4,Face6,7,0xE8A6A39,0X6C29E908
SS,Willie,Offord,Skin21,Face4,3659,0x1498B7D6,0XB96BFA36
T,Bryant,McKinnie,Skin22,Face10,3646,0x57D7A883,0X14193F6B
T,Mike,Rosenthal,Skin17,Face14,2079,0xEE1B1E25,0X39799B1C
T,Nat,Dorsey,Skin5,Face12,6380,(no photo),0XB96BFA36
T,Adam,Haayer,Skin17,Face10,3085,0x4FA4560B,0X7B6B6702
TE,Jermaine,Wiggins,Skin19,Face12,3403,0xB21B9C14,0xE6B04F28
TE,Jeff,Dugan,Skin1,Face12,6387,(no photo),0x682DBBE5
TE,Richard,Angulo,Skin1,Face6,5315,0xFDA6BC6,0x39799B1C
WR,Randy,Moss,Skin6,Face1,966,0xDE9598D7,0xE9327614
WR,Marcus,Robinson,Skin4,Face3,362,0xEEB147CC,0x21A7A58B
WR,Nate,Burleson,Skin6,Face2,5049,0xFF3AE890,0xF61F6504
WR,Kelly,Campbell,Skin22,Face5,3534,0x9654BB1C,0x42A8D1EC
WR,Keenan,Howry,Skin9,Face14,5405,0x98CD43CE,0x39799B1C
C,Matt,Birk,Skin17,Face13,962,0x3EAC5E4E,0x74D4A861
C,Brody,Liddiard,Skin17,Face10,4720,0x4AB1054A,0x7B6B6702
,,,,,,,
Team = FreeAgents Players:241,,,,,,,
C,Alonzo,Ephraim,Skin20,Face13,5377,0x10D40B51,
C,Austin,King,Skin1,Face11,5149,0x6F8C3FAB,
C,Dennis,Norman,Skin22,Face10,3165,0x2323007F,
C,Jody,Littleton,Skin19,Face4,4121,0x2EC76780,
CB,Alvin,Porter,Skin5,Face5,3811,0x32AE23DF,
CB,Asante,Samuel,Skin4,Face6,5227,0xA3D5A2A3,
CB,Chris,Watson,Skin5,Face4,1921,0x9A0B7C87,
CB,Corey,Harris,Skin4,Face6,2141,0x29B59AFF,0x462AD432
CB,Doug,Evans,Skin3,Face6,240,0xC9ACE9D,
CB,Greg,Brooks,Skin12,Face7,6330,(no photo),
CB,Hank,Poteat,Skin14,Face4,2574,0xF2993138,
CB,Ike,Charlton,Skin14,Face1,2573,0xD7430B01,
CB,Jason,Bell,Skin11,Face4,3760,0x7DB0690E,
CB,Jason,Simmons,Skin6,Face2,1343,0x51454502,
CB,Leigh,Bodden,Skin12,Face9,5328,0x1629A794,
